sender_type,signal,action,posterior_belief,rational_posterior,outcome,sender_payoff,receiver_payoff,is_bluff,bluff_success,sender_reasoning,receiver_reasoning,sender_confidence,receiver_confidence,sender_latency_ms,receiver_latency_ms,sender_tokens,receiver_tokens,game_duration_ms,model_key,model_name,treatment,sim_id,timestamp
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Since my military resolve is low, issuing a strong threat risks exposing my weakness and wasting political capital without deterring the opponent. Offering negotiations signals willingness to avoid conflict and may buy time or create doubt about my strength, potentially preventing an attack.","The opponent's signal to NEGOTIATE suggests a higher likelihood they are LOW RESOLVE, as a HIGH RESOLVE opponent would be less inclined to negotiate. This reduces the probability they are HIGH RESOLVE from the prior 50%. Given the risk of costly war if they are actually HIGH RESOLVE, the safer option is to BACK_DOWN.",0.8,0.8,1595,1705,224,256,3300,gpt-4.1-mini,GPT-4.1-mini,zero_shot,89,2026-03-06T04:32:26.331598
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Since my military resolve is low, issuing a strong threat risks exposing my weakness and could provoke aggression. A conciliatory offer to negotiate may buy time and reduce tensions, making it less likely the opponent will attack. This approach preserves political capital and avoids unnecessary escalation.","The opponent's choice to NEGOTIATE suggests a higher likelihood of being LOW RESOLVE, as a HIGH RESOLVE opponent would be less inclined to negotiate. Updating the prior belief from 0.5, the posterior belief that the opponent is HIGH RESOLVE decreases. Given the expected payoff, attacking is favorable if the opponent is LOW RESOLVE, so I choose to ATTACK with moderate confidence.",0.8,0.7,1155,2681,228,267,3836,gpt-4.1-mini,GPT-4.1-mini,zero_shot,90,2026-03-06T04:32:30.167541
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks exposing our weakness and provoking an attack. Negotiating signals willingness to seek peaceful solutions, potentially deterring conflict by reducing tensions and buying time to improve our position.","The opponent signaling NEGOTIATE suggests a preference for diplomacy, which is more likely if they are LOW RESOLVE, but not impossible if HIGH RESOLVE. Assuming the signal is somewhat more probable from LOW RESOLVE types, the posterior probability of HIGH RESOLVE decreases from 0.5. Given the risk of costly war if the opponent is HIGH RESOLVE, it is safer to BACK_DOWN.",0.85,0.8,1858,1804,215,267,3662,gpt-4.1-mini,GPT-4.1-mini,zero_shot,91,2026-03-06T04:32:33.829220
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our high military resolve, signaling strong determination through escalation will convince the opponent of our readiness to fight, deterring them from attacking. Although escalation costs political capital, it is worth it to prevent conflict and maintain our strategic position.","The signal ESCALATE suggests the opponent is more likely to be HIGH RESOLVE, as a LOW RESOLVE opponent would prefer to avoid escalation. Updating from the prior of 0.5, the probability they are HIGH RESOLVE increases. Since attacking risks a costly war if they are HIGH RESOLVE, the safer action is to BACK_DOWN.",0.9,0.85,1235,2655,222,257,3890,gpt-4.1-mini,GPT-4.1-mini,zero_shot,92,2026-03-06T04:32:37.719067
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Since my military resolve is HIGH, signaling ESCALATE will credibly demonstrate my strength and willingness to fight, deterring the opponent from attacking. Although escalating costs political capital, the benefit of preventing conflict outweighs this cost in this scenario.","The opponent's choice to ESCALATE suggests a higher likelihood they possess HIGH RESOLVE, as a LOW RESOLVE player would likely avoid escalation to minimize costs. Updating the prior belief from 50% to a higher posterior reflects this signal, making ATTACK riskier due to potential costly war. Therefore, the safer action is to BACK_DOWN.",0.9,0.9,3064,1701,224,257,4765,gpt-4.1-mini,GPT-4.1-mini,zero_shot,93,2026-03-06T04:32:42.484428
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With a high military resolve, signaling ESCALATE will credibly demonstrate strength and willingness to fight, deterring the opponent from attacking. Although it costs political capital, the primary goal is to avoid conflict by convincing the opponent that aggression will be costly.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as LOW RESOLVE types tend to avoid escalation. Updating from the prior 50%, observing ESCALATE increases the posterior belief to about 80%. Given the significant risk of costly war if the opponent is HIGH RESOLVE, backing down is the safer choice despite conceding.",0.9,0.85,1376,2123,226,260,3499,gpt-4.1-mini,GPT-4.1-mini,zero_shot,94,2026-03-06T04:32:45.983631
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating would expose our weakness and risk provoking conflict. Offering negotiations signals willingness to avoid confrontation, potentially causing the opponent to doubt their advantage and reconsider an attack. This approach minimizes immediate risks and preserves political capital.","Since the opponent chose to NEGOTIATE, which is more likely if they are LOW RESOLVE, the posterior belief that they are HIGH RESOLVE decreases. Updating from a 50% prior, the probability of HIGH RESOLVE is now lower, making ATTACK more favorable given the higher chance of easy victory.",0.8,0.8,1930,3281,222,250,5211,gpt-4.1-mini,GPT-4.1-mini,zero_shot,95,2026-03-06T04:32:51.194361
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Since my military resolve is HIGH, signaling ESCALATE demonstrates credible threat power and willingness to fight, deterring the opponent from attacking. Although it costs political capital, it strengthens my position and reduces the risk of conflict escalation by convincing the opponent I am prepared.","The signal ESCALATE suggests a strong stance, more consistent with a HIGH RESOLVE opponent. Updating from a 50% prior, the posterior belief that the opponent is HIGH RESOLVE increases, making ATTACK risky due to potential costly war. Therefore, BACK_DOWN is the safer choice.",0.9,0.85,1942,2318,228,246,4260,gpt-4.1-mini,GPT-4.1-mini,zero_shot,96,2026-03-06T04:32:55.454600
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Since my military resolve is low, escalating with a strong threat risks exposing my weakness and may provoke aggression. Offering negotiations signals willingness to resolve the crisis peacefully while avoiding unnecessary political costs and buying time to strengthen my position.","The opponent's signal to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military typically prefers to signal strength or intimidate rather than negotiate. Therefore, the posterior belief in HIGH RESOLVE should decrease from the prior. Given the reduced belief in HIGH RESOLVE and the positive payoff of attacking if LOW RESOLVE, attacking is the better choice.",0.8,0.7,1202,2195,219,262,3397,gpt-4.1-mini,GPT-4.1-mini,zero_shot,97,2026-03-06T04:32:58.851590
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, a strong threat risks exposing our weakness and provoking aggression. Offering negotiations signals willingness to de-escalate, potentially convincing the opponent that conflict is not worth the cost. This approach leverages diplomacy to avoid attack while preserving political capital.","The opponent's signal to NEGOTIATE suggests a likelihood of LOW RESOLVE, as a HIGH RESOLVE opponent would prefer to signal strength or deterrence. Updating from a 50% prior, the posterior probability of HIGH RESOLVE decreases. Given the lower chance of strong resistance, attacking offers a positive expected payoff.",0.8,0.7,1611,2511,227,251,4122,gpt-4.1-mini,GPT-4.1-mini,zero_shot,98,2026-03-06T04:33:02.973445
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Since my military resolve is low, directly escalating with a strong threat risks exposing my weakness and provoking an attack. Offering to negotiate signals willingness to avoid conflict and may buy time or encourage de-escalation without revealing my low resolve.","The opponent's signal to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military would be less inclined to seek negotiation. Updating the belief, the probability of HIGH RESOLVE decreases from 0.5 to around 0.3. Since attacking risks a costly war if the opponent is HIGH RESOLVE and the updated probability is still significant, conceding is safer.",0.8,0.8,1188,1945,222,267,3133,gpt-4.1-mini,GPT-4.1-mini,zero_shot,99,2026-03-06T04:33:06.106916
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating would risk provoking conflict we are ill-prepared to handle. Offering negotiations signals a willingness to resolve tensions peacefully, which may prevent the opponent from testing our resolve. This approach minimizes risk while preserving political capital.","The opponent's choice to NEGOTIATE suggests they are more likely LOW RESOLVE, as a HIGH RESOLVE opponent would prefer to signal strength rather than negotiate. Updating from an even prior, the posterior belief in HIGH RESOLVE decreases. Given the lower likelihood of a strong opponent, attacking yields a positive expected payoff.",0.8,0.7,1448,1686,223,251,3134,gpt-4.1-mini,GPT-4.1-mini,zero_shot,100,2026-03-06T04:33:09.241305
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will deter the opponent from attacking by convincing them of our readiness to fight. Although escalation costs political capital, it is necessary to avoid conflict and maintain deterrence. A strong threat is the most credible way to communicate our high resolve.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as a low resolve opponent would typically avoid escalation. Updating from the prior 50%, the signal increases the probability of HIGH RESOLVE significantly. Given the risk of costly war if wrong, it is safer to BACK_DOWN.",0.9,0.8,2321,1694,231,249,4015,gpt-4.1-mini,GPT-4.1-mini,zero_shot,101,2026-03-06T04:33:13.256268
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given our low military resolve, a strong threat risks exposing our weakness and may provoke aggression. Offering negotiations signals willingness to resolve the crisis peacefully, potentially causing the opponent to doubt their advantage and back down.","The signal to NEGOTIATE is more likely from a LOW RESOLVE opponent seeking to avoid conflict, but a HIGH RESOLVE opponent might also negotiate strategically. Given no prior signal strength, the posterior belief in HIGH RESOLVE decreases from 0.5 to about 0.3. Since attacking risks a costly war if wrong, the safer choice is to BACK_DOWN.",0.8,0.7,1439,1912,216,262,3351,gpt-4.1-mini,GPT-4.1-mini,zero_shot,102,2026-03-06T04:33:16.607489
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will convince the opponent of our readiness to fight, deterring their aggression. Although it costs political capital, it is necessary to avoid being attacked and maintain our position. A strong threat better communicates our capability and willingness than negotiation.","The opponent's ESCALATE signal suggests a higher likelihood of HIGH RESOLVE since only a strong military would risk escalation. Updating from a 50% prior, the posterior belief in HIGH RESOLVE increases significantly. Given the high cost of war if wrong, the safest action is to BACK_DOWN.",0.9,0.85,1215,1611,230,247,2827,gpt-4.1-mini,GPT-4.1-mini,zero_shot,103,2026-03-06T04:33:19.434063
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, issuing a strong threat risks exposing our weakness and provoking aggression. Offering negotiations signals a willingness to resolve the crisis peacefully while buying time to potentially improve our position or deter attack through diplomacy.","Negotiation is more likely from a LOW RESOLVE opponent trying to avoid conflict, so observing NEGOTIATE lowers the probability that the opponent is HIGH RESOLVE. Given the updated belief, attacking risks a costly war if the opponent is HIGH RESOLVE, so backing down is safer.",0.8,0.8,1093,1473,217,244,2566,gpt-4.1-mini,GPT-4.1-mini,zero_shot,104,2026-03-06T04:33:22.000074
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will demonstrate our willingness and capability to fight, deterring the opponent from attacking. Although it costs political capital, this clear display of resolve is necessary to prevent conflict and protect national interests.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as low resolve types typically avoid escalation to prevent costly conflict. Updating from the prior 50%, the posterior belief in HIGH RESOLVE increases significantly, making ATTACK too risky due to potential losses if the opponent is indeed strong.",0.9,0.8,1390,1645,222,250,3035,gpt-4.1-mini,GPT-4.1-mini,zero_shot,105,2026-03-06T04:33:25.035274
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Since my military resolve is low, directly escalating with threats could invite conflict I am unprepared to handle. Offering negotiations projects a willingness to resolve disputes peacefully, potentially causing the opponent to doubt my resolve and hesitate before attacking. This approach minimizes risk while buying time to strengthen my position.","The opponent's choice to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military adversary would likely prefer to signal strength or escalate. Updating from 50%, the posterior belief in HIGH RESOLVE decreases, making ATTACK more appealing due to the higher chance of an easy win against LOW RESOLVE.",0.8,0.7,1575,1803,232,254,3378,gpt-4.1-mini,GPT-4.1-mini,zero_shot,106,2026-03-06T04:33:28.413701
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking conflict we are unprepared to handle. Offering negotiations signals willingness to avoid conflict and may lead the opponent to doubt the necessity of an attack, potentially deterring aggression without costly escalation.","The opponent's signal to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military type would prefer to avoid negotiation to leverage strength. Updating belief reduces the chance of HIGH RESOLVE below 50%. Given the risk of costly war if the opponent is actually HIGH RESOLVE, it is safer to BACK_DOWN.",0.8,0.8,1247,2948,220,255,4195,gpt-4.1-mini,GPT-4.1-mini,zero_shot,107,2026-03-06T04:33:32.608607
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our high military resolve, signaling strong commitment through escalation will likely convince the opponent that attacking would be too costly. Although escalation costs political capital, it effectively deters aggression by demonstrating readiness to fight.","The opponent's ESCALATE signal suggests a higher likelihood of HIGH RESOLVE, as a LOW RESOLVE type would typically avoid escalation. Updating the belief increases the chance the opponent is strong, making ATTACK risky due to potential loss. Therefore, backing down avoids costly conflict.",0.9,0.9,1149,1601,216,243,2750,gpt-4.1-mini,GPT-4.1-mini,zero_shot,108,2026-03-06T04:33:35.358960
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, issuing a strong threat signals credible willingness to fight, increasing the chance the opponent will back down to avoid conflict. Although it costs political capital, escalation leverages our strength to deter aggression effectively.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as low resolve types typically avoid escalation. Updating from a 50% prior, the posterior belief in HIGH RESOLVE increases significantly, making ATTACK too risky due to potential losses.",0.9,0.85,2210,1479,219,241,3689,gpt-4.1-mini,GPT-4.1-mini,zero_shot,109,2026-03-06T04:33:39.047623
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking conflict we are ill-prepared to handle. Sending a conciliatory signal through negotiation may reduce tensions and create an opportunity to de-escalate the situation without inviting aggression.","The opponent's choice to NEGOTIATE suggests a lower likelihood of HIGH RESOLVE, as a strong military actor would more likely signal aggression or deterrence. Updating belief accordingly reduces the probability of HIGH RESOLVE below 50%. Given the risk of costly war if the opponent is actually HIGH RESOLVE, the safer choice is to BACK_DOWN.",0.8,0.8,1361,2269,218,256,3629,gpt-4.1-mini,GPT-4.1-mini,zero_shot,110,2026-03-06T04:33:42.677103
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, directly escalating risks provoking conflict we are ill-prepared for. By signaling a willingness to negotiate, we reduce immediate tensions and create space to manage the crisis without provoking our opponent. This approach lowers the chance of attack while buying time to potentially improve our position.","The opponent chose to NEGOTIATE, which is more consistent with LOW RESOLVE, but HIGH RESOLVE types may also negotiate to avoid unnecessary conflict. Given the prior 50% and the signal, the posterior belief in HIGH RESOLVE decreases but not to zero. Since attacking risks a costly war if the opponent is HIGH RESOLVE, backing down is safer.",0.8,0.7,1479,1767,232,260,3246,gpt-4.1-mini,GPT-4.1-mini,zero_shot,111,2026-03-06T04:33:45.923056
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Since my military resolve is low, issuing a strong threat risks exposing my weakness and losing political capital without deterring the opponent. Offering negotiations signals a willingness to avoid conflict and may buy time or create uncertainty about my true resolve, potentially deterring an attack.","The opponent's choice to NEGOTIATE suggests a lower likelihood of HIGH RESOLVE, as a HIGH RESOLVE type would prefer to signal strength or deterrence rather than negotiation. Updating the belief to reflect this, the posterior probability of HIGH RESOLVE decreases below 0.5, making an ATTACK more favorable due to the higher chance of facing a LOW RESOLVE opponent and gaining a positive payoff.",0.8,0.7,1201,1579,227,268,2780,gpt-4.1-mini,GPT-4.1-mini,zero_shot,112,2026-03-06T04:33:48.703504
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking conflict we are ill-prepared to fight. Offering negotiations signals a willingness to resolve peacefully and may cause the opponent to reconsider aggression without incurring political costs.","The opponent's choice to NEGOTIATE suggests a preference for avoiding conflict, implying a higher likelihood of being LOW RESOLVE. Given the initial 50% belief and the signal, the updated belief in HIGH RESOLVE decreases. Since attacking risks a costly war if the opponent is HIGH RESOLVE, and backing down yields no loss, backing down is the safer choice.",0.8,0.8,1112,1796,215,261,2908,gpt-4.1-mini,GPT-4.1-mini,zero_shot,113,2026-03-06T04:33:51.611140
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Since my military resolve is HIGH, signaling ESCALATE demonstrates credible strength and willingness to fight, increasing the likelihood that the opponent will back down to avoid conflict. Although it costs political capital, the strong threat effectively deters aggression by making my resolve known.","The opponent's signal to ESCALATE suggests a higher likelihood of being HIGH RESOLVE, as a LOW RESOLVE type would typically avoid escalation to prevent costly conflict. Updating the belief increases the probability that the opponent is strong, making ATTACK riskier due to potential significant losses.",0.9,0.8,1429,1330,227,244,2759,gpt-4.1-mini,GPT-4.1-mini,zero_shot,114,2026-03-06T04:33:54.370535
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will convince the opponent of our readiness to fight, deterring any attack. Although it costs political capital, a strong threat maximizes the chance the opponent backs down, aligning with our goal to avoid conflict by demonstrating credible deterrence.","The opponent's decision to ESCALATE suggests a higher likelihood of being HIGH RESOLVE, as low resolve actors tend to avoid escalation due to high costs. Updating from an initial 50% to a higher posterior reflects this signal. Given the increased risk of costly war if the opponent is high resolve, backing down minimizes potential losses.",0.9,0.9,1388,1547,231,254,2935,gpt-4.1-mini,GPT-4.1-mini,zero_shot,115,2026-03-06T04:33:57.305416
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Given my low military resolve, an escalation would be risky and likely expose my weakness. By choosing to negotiate, I can appear open to dialogue, potentially buying time and avoiding immediate conflict while hoping the opponent doubts my willingness to fight.","The opponent's signal to NEGOTIATE suggests a lower likelihood of HIGH RESOLVE, as a strong military power would be less inclined to negotiate. Updating the belief accordingly decreases the probability that the opponent is HIGH RESOLVE. Given the reduced risk of costly war, attacking is the better option to capitalize on an easy win.",0.8,0.7,1586,1471,222,252,3057,gpt-4.1-mini,GPT-4.1-mini,zero_shot,116,2026-03-06T04:34:00.362763
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our high military resolve, signaling strength through escalation will convince the opponent that attacking is too costly, deterring aggression. Although it costs political capital, a strong threat is necessary to clearly communicate our capability and willingness to fight.","The opponent's signal to ESCALATE is more consistent with a HIGH RESOLVE type, increasing the likelihood they have strong military capabilities. Given the risk of a costly war if they are HIGH RESOLVE, it is safer to BACK_DOWN to avoid potential losses.",0.9,0.8,1172,3390,221,240,4563,gpt-4.1-mini,GPT-4.1-mini,zero_shot,117,2026-03-06T04:34:04.925381
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Since my military resolve is HIGH and the opponent is uncertain about it, issuing a strong threat will credibly signal my willingness and capability to fight, increasing the likelihood they will back down to avoid conflict. Although escalating costs political capital, it is necessary to deter an attack effectively.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as a LOW RESOLVE opponent would be less inclined to escalate. Updating the belief increases the probability of HIGH RESOLVE above 50%. Attacking risks a costly war if the opponent is HIGH RESOLVE, so the safer option is to BACK_DOWN to avoid negative payoffs.",0.9,0.8,1356,1938,231,260,3294,gpt-4.1-mini,GPT-4.1-mini,zero_shot,118,2026-03-06T04:34:08.219364
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"To prevent an attack, I must convince the opponent that my military is strong and I am willing to fight. A strong threat through escalation will signal high resolve effectively, despite the political cost, increasing the likelihood the opponent will back down.","The ESCALATE signal suggests a higher likelihood the opponent is HIGH RESOLVE since a LOW RESOLVE type would prefer to avoid escalation. Updating the prior belief from 0.5, the posterior probability of HIGH RESOLVE increases. Given the risk of costly war if HIGH RESOLVE, the safer action is to BACK_DOWN to avoid negative payoff.",0.9,0.85,1199,1712,223,257,2911,gpt-4.1-mini,GPT-4.1-mini,zero_shot,119,2026-03-06T04:34:11.130394
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"To prevent an attack, I must convince the opponent of my high military resolve. Escalating with a strong threat signals my willingness and capability to fight, increasing the likelihood they will back down despite the political cost.","The ESCALATE signal suggests a higher likelihood the opponent is HIGH RESOLVE, as a LOW RESOLVE player would avoid escalation. Updating belief increases confidence in HIGH RESOLVE, so attacking risks costly war. Therefore, backing down is the safer choice.",0.9,0.9,960,1200,219,238,2160,gpt-4.1-mini,GPT-4.1-mini,zero_shot,120,2026-03-06T04:34:13.290497
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, directly escalating risks provoking conflict we are ill-prepared to fight. Offering negotiation signals willingness to avoid conflict while leaving room to improve our position diplomatically. This approach aims to create doubt about our resolve, encouraging the opponent to back down without confrontation.","The opponent's signal to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military would prefer to deter rather than negotiate. Updating the belief from 50% to about 30% HIGH RESOLVE reflects this. Given the significant risk of costly war if wrong, attacking is favored when confidence in LOW RESOLVE is high enough.",0.8,0.7,2204,3018,230,259,5222,gpt-4.1-mini,GPT-4.1-mini,zero_shot,121,2026-03-06T04:34:18.512853
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Demonstrating a strong threat will signal our high military resolve clearly, deterring the opponent from attacking. Although it costs political capital, it is essential to prevent conflict given our strong capabilities and willingness to fight.","The opponent's ESCALATE signal is more likely from a HIGH RESOLVE type since a LOW RESOLVE player would prefer to avoid escalation. Updating the belief increases the probability that the opponent is HIGH RESOLVE. Given the high risk of costly war if attacking, it is better to BACK_DOWN to avoid negative payoffs.",0.9,0.9,1392,1493,218,252,2885,gpt-4.1-mini,GPT-4.1-mini,zero_shot,122,2026-03-06T04:34:21.397816
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating would expose our weakness and risk provoking an attack. Offering negotiations signals a willingness to resolve the conflict peacefully and may prevent escalation by reducing tensions. This approach minimizes political costs and keeps options open for de-escalation.","The opponent's signal to NEGOTIATE suggests they may be LOW RESOLVE, as a HIGH RESOLVE opponent would likely not seek negotiation first to avoid appearing weak. This lowers the probability they are HIGH RESOLVE. Given the potential payoff, attacking is favorable if the opponent is indeed LOW RESOLVE.",0.85,0.7,1062,1555,225,248,2617,gpt-4.1-mini,GPT-4.1-mini,zero_shot,123,2026-03-06T04:34:24.014979
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With a high military resolve, signaling strength through escalation will convince the opponent of our readiness to fight, deterring any aggression. Although it costs political capital, a strong threat is more credible and effective in preventing an attack than a conciliatory approach.","The opponent's ESCALATE signal is more consistent with a HIGH RESOLVE type, increasing the likelihood they are strongly committed militarily. Given the high risk of costly war if the opponent is HIGH RESOLVE, it is safer to BACK_DOWN to avoid negative payoffs.",0.9,0.8,1193,1612,225,242,2805,gpt-4.1-mini,GPT-4.1-mini,zero_shot,124,2026-03-06T04:34:26.820447
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating would risk provoking a conflict we are ill-prepared for. Offering negotiations signals willingness to avoid conflict and may buy time to rebuild strength or seek diplomatic solutions. This approach minimizes immediate risks of attack.","The opponent's signal to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military would be less inclined to negotiate. Updating the belief, the probability of HIGH RESOLVE decreases from 0.5 to 0.3. Given the risk of costly war if wrong, the safer action is to BACK_DOWN.",0.8,0.8,1818,1846,221,256,3664,gpt-4.1-mini,GPT-4.1-mini,zero_shot,125,2026-03-06T04:34:30.484498
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given my low military resolve, a strong threat could expose my weakness and provoke aggression. Offering negotiations signals a willingness to peacefully resolve tensions, potentially causing the opponent to doubt the benefits of attacking. This approach minimizes risks while maintaining diplomatic flexibility.","The opponent signaling NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military type would be less inclined to negotiate. Updating the belief accordingly decreases the probability of HIGH RESOLVE below 50%. Given the risk of costly war if the opponent is actually HIGH RESOLVE, the safer action is to BACK_DOWN.",0.8,0.8,1421,2510,223,254,3931,gpt-4.1-mini,GPT-4.1-mini,zero_shot,126,2026-03-06T04:34:34.415941
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will convince the opponent of our willingness to fight, deterring an attack. Although it costs political capital, a strong threat is necessary to project credibility and prevent conflict.","The opponent's ESCALATE signal is more likely from a HIGH RESOLVE type, increasing the belief they are strong. Given the risk of costly war if attacking a HIGH RESOLVE opponent, it is safer to back down.",0.9,0.9,1120,1336,218,233,2456,gpt-4.1-mini,GPT-4.1-mini,zero_shot,127,2026-03-06T04:34:36.872276
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, a strong threat risks exposing our weakness and provoking aggression. Offering negotiations signals willingness to resolve peacefully while avoiding costly escalation, hoping the opponent doubts our resolve and thus refrains from attacking.","The opponent choosing to NEGOTIATE signals a preference for peaceful resolution, which is more likely if they are LOW RESOLVE. However, HIGH RESOLVE opponents might also negotiate strategically to buy time or avoid costly conflict. Given this ambiguity, I update the belief in HIGH RESOLVE downward but not drastically. Since attacking risks a costly war if the opponent is HIGH RESOLVE, and backing down yields no loss, the safer option is to BACK_DOWN.",0.8,0.7,1126,1894,217,277,3020,gpt-4.1-mini,GPT-4.1-mini,zero_shot,128,2026-03-06T04:34:39.892617
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Given my low military resolve, escalating with a strong threat risks exposing weakness and provoking aggression. Offering negotiations signals willingness to resolve the crisis peacefully and may buy time to improve my position while avoiding immediate conflict.","The signal to NEGOTIATE suggests the opponent is more likely LOW RESOLVE, as a HIGH RESOLVE actor would be less inclined to negotiate. This updates the belief downward from 50% to about 30%. Given the payoff structure, ATTACK is favored since the chance of an easy win outweighs the risk of costly war.",0.8,0.7,1133,1590,216,255,2723,gpt-4.1-mini,GPT-4.1-mini,zero_shot,129,2026-03-06T04:34:42.615212
